BusStopCode,Latitude,Longitude,Attraction
17031,1.30172305827699,103.765676339358,
17039,1.3015316464856,103.76606427132,
17041,1.3042101570614,103.764559539395,
17049,1.30470638200942,103.764598218938,
17051,1.31726409983754,103.762401456489,
17059,1.31694333299923,103.761701111033,
17061,1.30775834752765,103.761805057683,
17069,1.3077663717505,103.762140660464,
17071,1.30891781912545,103.760444334065,
17079,1.30968304242083,103.759993602229,
17081,1.299503055534,103.76457888891,
17091,1.30904805161426,103.771577838507,
17099,1.3078304704809,103.771652744456,
17101,1.31487473157856,103.771791952355,
17109,1.31552714122807,103.772183119113,
17111,1.31779809827118,103.771246391485,
17119,1.31728446989719,103.771932663199,
17121,1.30476410258543,103.769445393524,
17129,1.30514136653386,103.769858397451,
17131,1.3080413890204,103.765911111021,
17139,1.30903304650021,103.76586999151,
17141,1.3109950000148,103.763499999993,
17149,1.31171515103681,103.763461796997,
17151,1.31169519353522,103.769609935254,
17159,1.311975556,103.7698144,
17161,1.31240993603605,103.766854768751,
17169,1.31284527799656,103.766796667023,
17171,1.31497399268611,103.765026982644,Clementi MRT Station
17179,1.31528191560846,103.765360005169,
17181,1.31749570803723,103.763885458243,
17189,1.31790502165515,103.764064088279,
17191,1.305669444,103.7698914,
17201,1.32055715133061,103.767348903749,
17211,1.31828806129678,103.765897230126,
17219,1.31820000002277,103.766158611008,
17221,1.31735631283972,103.767900225949,
17229,1.31728402491862,103.768242117454,
17239,1.312440556,103.7658489,
17241,1.31519114798349,103.769055036491,
17249,1.315171111,103.7693364,
17251,1.31148,103.76744,
17259,1.31092798217655,103.767460740108,
17269,1.30513563161538,103.762741779,
17279,1.30292494255611,103.763192877278,
17289,1.30232494247638,103.764714742867,
17291,1.29035140506061,103.769698260724,
17299,1.29060555603074,103.770050556017,
17301,1.29495361097608,103.765166944013,
17309,1.29537083302023,103.765245556011,
17311,1.30101698629873,103.762294446783,
17319,1.30183915639239,103.762299721308,
17321,1.30483416696998,103.760353610978,
17329,1.30505055600585,103.760583889026,
17331,1.30758833300768,103.758331111023,
17339,1.30785722199073,103.758504721986,
17351,1.29358000003179,103.765764444029,
17359,1.29333722200355,103.766217500026,
17361,1.29859750001329,103.763462500001,
17369,1.29840583296856,103.763868610993,
17371,1.32058194734278,103.763565922226,
17379,1.32049089180327,103.763894328918,
17381,1.29907638900012,103.766864444025,
17389,1.29908138901268,103.767001944022,
18011,1.28087089714667,103.802103330032,
18019,1.28091055556275,103.802523055562,
18021,1.29645297711413,103.788924302925,
18029,1.29609811481527,103.789180451901,
18041,1.28836025261771,103.793174028392,
18049,1.29018147748939,103.792080930378,
18051,1.29863776004531,103.787344166251,One-North MRT Station
18059,1.29849138898115,103.787206666985,
18061,1.29671588928647,103.787380456942,
18069,1.29649064143644,103.787552118286,
18071,1.295425,103.784491,
18079,1.2964817739742,103.784553899992,
18081,1.29478519265463,103.787337541558,
18089,1.29480675923682,103.787573577298,
